French,English
Mémo d'approbation LC Usance,LC Usance Approval Memo
Mémo d'approbation d'émission LC,LC Issuance Approval Memo
Annulation LC,LC Cancellation
Démarrer l'annulation LC,Start LC Cancellation
Annulation LC,LC Cancellation
Retour aux émissions,Back to Issuances
Sélectionnez l'application LC pour l'amélioration,Select LC Application for Enhancement
État de la Demande d'Émission,Issuance Application Status
Statut de la Demande de Libération,Release Application Status
Statut de la Demande Usance,Usance Application Status
État d'approbation de l'émission,Issuance Approval Status
Statut d'approbation de Libération,Release Approval Status
Statut d'approbation d'utilisation,Usance Approval Status
Niveau d'approbation d'émission,Issuance Approval Level
Niveau d'approbation de la version,Release Approval Level
Niveau d'approbation d'utilisation,Usance Approval Level
Sélectionnez,Select
Applications LC,LC Applications
Recherche LC,Search LC
Numéro de référence de l'émission LC / Numéro du Formulaire M / Nom du Client / Code du Client,LC Issuance Reference Number/ Form M Number / Customer Name/ Customer Code
Document Lc,Lc Document
Id d'émission de Lc,Lc Issuance Id
Est Envoyé À La Banque Émettrice,Is Sent To Issuing Bank
Nombre De Copies,Number Of Copies
Est Envoyé Au Demandeur,Is Sent To Applicant
Document Lc,Lc Document
Expédition Lc,Lc Shipping
Le Nom De La Partie,Party Name
Adresse De La Partie,Party Address
Port De Déchargement,Port Of Discharge
Port d'embarquement,Port Of Shipment
Dernière Date d'Expédition,Latest Shipment Date
L'Expédition Partielle Est Elle Autorisée,Is Part Shipment Allowed
Le Transbordement Est Il Autorisé,Is Trans Shipment Allowed
Expédition Lc,Lc Shipping
Lc Condition,Lc Condition
Est Satisfait,Is Satisfied
Est Dynamique des Transactions,Is Transaction Dynamics
Lc Condition,Lc Condition
Saisissez les frais différés,Capture Deferred Fee
Ajoutez les frais différés,-- Add deferred fee --
Date effective des frais,Effective Fee Date
entrez le taux de frais,enter fee rate
entrez le montant des frais,enter fee amount
Dépôt ATC,ATC Lodgement
Nouveau Dépôt ATC,New ATC Lodgement
Ajouter un nouveau ATC,Add New ATC
Statut d'utilisation,Usage Status
Dépôt ATC,ATC Lodgement
-- Sélectionnez le type ATC --,-- Select ATC Type --
Détails de Dépôt ATC,ATC Lodgement Detail
Nouveau type ATC,New ATC Type
Enregistrer La Demande D'Approbation,Save Request For Approval
Affichez la Garantie,View Collateral
Obtenez Le Solde de Compte,Get Accoubt Balance
unité à libérer,unit To Release
Liste de la libération ATC,ATC Release List
Soumettre et fermer,Submit and Close
Application (s) LC pour,LC Application(s) For
pour le LCID:,for LCID:
Émission de Lc,Lc Issuance
Détails d'émission de Lc,Lc Issuance Details
Détails de Crédit et FAM,Facility Details and FAM
Garantie (s) de ligne,Line Collateral(s)
Conditions De La Ligne,Line Conditions
Dynamique des Transactions en Ligne,Line Transaction Dynamics
Nouveau Ténor Usance (Jours),New Usance Tenor (Days)
Ancien Ténor Usance (Jours),Old Usance Tenor (Days)
Date d'échéance de la nouvelle utilisation,New Usance Maturity Date
Date d'échéance de l'ancienne utilisation,Old Usance Maturity Date
Recherche d'Application LC,LC Application Search
Applications LC,LC Applications
Statut de l'application LC,LC Application Status
Statut d'Approbation d'Annulation de LC,LC Cancellation Approval Status
Annulation LC au Niveau actuel,LC Cancellation at Current Level
Actuellement avec,Currently with
Affichez Lc,View Lc
Affichez les Détails de l'Annulation,View Cancelation Details
Affichez les modifications de montant,View amount modifications
Affichez les extensions,View Extensions
Affichez le Statut des Extensions Usance,View Usance Extensions Status
Applications LC Pour LMS,LC Applications For LMS
Date de Lancement de l'Amélioration,Enhancement Initiation Date
Montant de L'amélioration,Enhancement Amount
Affichez les Détails de l'Amélioration,View Enhancement Details
Affichez les détails de l'extension,View Extension Details
Applications D'Amélioration,Enhancement Applications
Date de début de l'extension d'utilisation,Usance Extension Initiation Date
Commercial Montant,Usance Amount
Proposé Commercial Ténor,Proposed Usance Tenor
Date d'échéance Proposée,Proposed maturity Date
Applications d'extension Usance,Usance Extension Applications
Recherche LC,Search LC
Recherche LC,LC Search
Évaluation des Garanties,Collateral Valuation
Ajouter une Évaluation de Garantie,Add Collateral Valuation
Ajouter / Afficher les prérequis),Add / View Prerequisite(s)
Type de Demande d'Évaluation,Valuation Request Type
Affichez / Téléchargez le document,View/Upload Document
Conditions Préalables À L'Évaluation,Valuation Prerequisites
Nom du client,Cusomer Name
Préalable(s),Prerequisite(s)
Demande d'Évaluation des Garanties,Collateral Valuations Request
Nouvelle Évaluation des Garanties,New Collateral Valuation
Nouveau Prérequis d'Évaluation,New Valuation Prerequisite
Informations sur le Rapport de l'Évaluateur,Valuer Report Information
WHT,WHT
Affichez le document,View Document
Demande de Génération de Lettre,Letter Generation Request
Code de Référence,Reference Code
Demande de Génération de Lettre,Letter Generation Request
Expositions Des Clients,Customer Exposures
Demande de Génération de Lettre,Letter Generation Request
libération de sécurité,Security Release
Retour à la liste,Back to List
Liste de la libération des Documents,Document Release List
Id de Garantie du Client,Customer Collateral Id
Numéro de Référence de la Demande de Prêt / Nom du Client,Loan Application Reference Number /Customer Name
Cherchez,Search
Annulez,Cancel
Ajouter À La Liste De libération,Add To Release List
Assurance de Garantie,Collateral Insurance
Demander une Assurance,Request Insurance
Relancer,Reinitiate
Les Demandes D'Assurance,Insurance Requests
Numéro De La Demande,Request Number
Raison Pour L'Assurance,Reason For Insurance
Décaissement de Prêts En masse,Bulk Loan Disbursement
Génération de Lettres Terminée,Letter Generation Completed
Génération de Lettres Terminée,Letter Generation Completed
Imprimez le Document,Print Document
Recherche d'Assurance,Insurance Search
utilisez la recherche,useSearch
Recherche d'Assurance,Insurance Search
Détail Principal de l'Assurance,Main Insurance Detail
Numéro De La Demande:,Request Number:
Détails de l'assurance,Insurance Details
Numéro de la demande,request Number
documents d'assurance,insurance Documents
Paiement de Recouvrement de Prêt,Loan Recovery Payment
nom du client,customer Name
Date d'Entrée En Vigueur du Recouvrement,Recovery Effective Date
Date de Fin du Recouvrement,Recovery End Date
Montant À Récupérer,Amount To Recover
Montant Total Payé,Total Amount Paid
Montant Prévu,Expected Amount
Montant du Remboursement,Repayment Amount
Calendrier de Remboursement,Repayment Schedule
Calendrier de Remboursement,Repayment Schedule
Date de paiement,Date to Pay
Effectuer Le Paiement,Make Payment
Résiliation du prêt,Loan Termination
Intérêts sur les intérêts en souffrance,Interest On Past Due Interest
Routage des opérations LMS,LMS Operation Routing
Opérations LMS,LMS Operations
Opérations De Prêt De,Loan Operations
Informations sur l'Exploitation de l'Installation,Facility Operation Information
Modification de la Demande de Prêt,Loan Application Modification
,Rejected Review Loan Applications &amp; Offers
Recherche le prélèvement d'application,DrawDown Application Search
Étape,Stage
Mémo de prélèvement ,Drawdown Memo
Modifiez Le Crédit,Modify Facility
Produit,Product
Type de révision,Review Type
résultats pour,results for
Attribuez à soi,Assign to Self
Sélectionnez le personnel à attribuer,Select Staff To Assign
Liste des prêts radiés,List of Written-off Loans
L'Information De Base,Basic Information
Information conditionnelle,Contingent Information
Informations d'approbation,Approval Information
Taux D'Intérêt,Interest Rate
Date d'Échéance,Maturity Date
Type De Planification,Schedule Type
Détails du client,Customer Details
Recherche D'Application de Privilège,Lien Application Search
Demandes de privilège,Lien Applications
Demandes de libération de privilège,Lien Release Applications
Demandes De Privilège de Prêt,Loan Lien Applications
Numéro de Référence du Prêt/ Numéro de Compte / Nom du Client,Loan Reference Number/Account Number/ Customer Name
Demande de Suppression de Privilège,Lien Removal Request
Télécharger la Lettre de Demande,Upload Request Letter
Date de la lettre de demande,Request Letter Date
Commentaire,Comment
Informations sur la demande de privilège,Lien Application Information
DOCUMENT DE LIBÉRATION DU PRIVILÈGE,LIEN RELEASE DOCUMENT
Détails de la demande de privilège,Lien Application Details
Compte Client Privilège,Lien Customer Account
N ° de compte,Account No
Détails du Compte,Account Details
Nom Du Produit:,Product Name:
Détails du Compte,Account Details
Compte privilège,Lien Account
Type de privilège,Lien Type
-- Sélectionnez le Type de Privilège --,-- Select Lien Type --
Montant,Amount
Description,Description
Prêts sur Compte Casa,Casa Account Loans
-- Sélectionnez La Référence du Prêt --,-- Select Loan Reference --
Ajouter Privilège,Add Lien
Compte privilège,Lien Account
Rapports sur le Site du Projet,Project Site Report Records
Marquez L'Imprimé,Flag Printed
Imprimez Informations Générales,Print General Information
Imprimez Les Informations de l'Entreprise,Print Corporate Information
Imprimez La Lettre d'Offre,Print Offer Letter
Imprimez FAM,Print FAM
Les frais seront déduits du compte :,Fee will be deducted from account :
Formulaire Bénéficiaire du Prêt,Loan Beneficiary Form
Documents de Crédit Remplis,Completed Credit Documentation
Cherchez,Search
L'Information De Base,Basic Information
Information conditionnelle,Contingent Information
Informations d'approbation,Approval Information
Les Documents Joints,Attached Documents
Frais,Fees
Détails de Contrat,Covenant Details
Détails des frais,Fees Details
Détails de la garantie,Collateral Details
Détails De L'échancier,Schedule Details
Documents justificatifs,Supporting Documents
Liste Des Crédits Achevées,List Of Completed Facilities
Imprimez La Lettre d'Offre,Print Offer Letter
Imprimez FAM,Print FAM
Contrat de Prêt,Loan Covenant
Documents justificatifs,Supporting Documents
Mémo de prélèvement ,Drawdown Memo
Formulaire Bénéficiaire du Prêt,Loan Beneficiary Form
Jeton d'authentification,Authentication Token
Détails de Crédit,Facility Details
Relation D'Agent,Relationship Officer
Ajouter Ténor,Add Tenor
Produit,Product
Détails de l'examen,Review Details
Modifiez Le Crédit,Modify Facility
Rapports sur le Recouvrement des Prêts,Loans Recovery Reporting
Rapports sur le Recouvrement des Prêts,Loans Recovery Reporting
Allez Pour L'Approbation,Go For Approval
Liste de Rapports de Recouvrement,Recovery Reporting List
Affichez Les Prêts,View Loans
État des Applications de Rapports de Recouvrement,Recovery Reporting Applications Status
Rapports sur le Recouvrement des Prêts,Loans Recovery Reporting
Document de support du rapport de recouvrement,Recovery Reporting Supporting Document
Formulaire de Déclaration de Recouvrement de Prêt,Loan Recovery Reporting Form
Code MIS,MIS Code
Prêts de Déclaration de Recouvrement,Recovery Reporting Loans
Paiement de la Commission de Recouvrement,Payment of Recovery Commission
Commission de Recouvrement,Recovery Commission
Allez Pour L'Approbation,Go For Approval
Liste des commissions de recouvrement,Recovery Commission List
Affichez Les Prêts,View Loans
Statut des demandes de la Commission de Recouvrement,Recovery Commission Applications Status
Commission de Recouvrement des Paiements,Payment Recovery Commission
Document Justificatif de la Commission de Recouvrement,Recovery Commission Supporting Document
Formulaire de Commission de Recouvrement de Paiement,Payment Recovery Commission Form
Date de collecte,Date Of Collection
Le Mode De Collecte,Mode Of Collection
Sélectionnez Le Mode De Collecte,Select Mode Of Collection
Montant Récupéré,Recovered Amount
Taux de Commission(%),Commission Rate(%)
Montant de la Commission,Commission Amount
Taux de WHT(%),WHT Rate(%)
Montant WHT,WHT Amount
Saisissez le code CRMS,Capture CRMS Code
Protection des consommateurs KFS,Consumer Protection KFS
Montant Réel Emprunté,Actual Amount Borrowed
Paiement mensuel,Monthly Payment
,Total Fees &amp; Charges
Taux D'Intérêt Annuel,Annual Interest Rate
Assurance,Insurance
Prêt APR,Loan APR
Total des Frais,Total Fees
Durée du prêt (Y),Term Of Loan (Y)
Affichez le mémo,View Memo
Ajouter Protection des consommateurs KFS,Add Consumer Protection KFS
Montant du Prêt,Loan Amount
Taux D'Intérêt Annuel (%),Annual Interest Rate (%)
Total des Frais (%),Total Fees (%)
Assurance (%),Insurance (%)
Durée du prêt en années,Term of Loan in Years
Prêt APR,Loan APR
Paiement mensuel,Monthly Payment
Nombre de paiements,Number of Payments
Total des frais et charges,Total Fees and Charges
Montant Réel Emprunté,Actual Amount Borrowed
Soumettre les détails,Submit  Details
Mémo sur la Protection des consommateurs KFS,Consumer Protection KFS Memo
Documentation sur la Protection des Consommateurs,Consumer Protection Documentation
Employeurs Liés,Related Employers
Ajouter Employeur,Add Related Employer
Date De Création,Establishment Date
Type d'Employeur,Employer Type
--- Sélectionnez le Type d'employeur ---,--- Select Employer Type ---
Ville de l'employeur,Employer City
adresse courriel,Email Address
Règlement De Compte,Settlement Account
Direction,Directorate
Montant Total Du Recouvrement,Total Recovery Amount
DPD,DPD
Enregistrer Les Détails,Record Details
Compte de règlement:,Settlement Account:
Région:,Region:
Direction:,Directorate:
Division:,Division:
Montant Total Du Recouvrement:,Total Recovery Amount:
Solde Impayé Total:,Total Outstanding Balance:
DPD:,DPD:
Date De Valeur:,Value Date:
Gamme:,Range:
Montant Principal En Souffrance,Overdue Principal Amount
